LAV,LAX,LAY,LAZ,LRV,LRX,LRY,LRZ,RAV,RAX,RAY,RAZ,RRV,RRX,RRY,RRZ
2.255251e-03,-2.027373e-02,-7.108114e-03,9.436760e-03,2.967483e-01,5.245429e-01,3.169030e-01,-4.371668e-02,1.587119e-03,7.224510e-03,-6.504509e-03,-2.677026e-03,8.074600e-01,2.316812e+00,-1.431592e+00,-5.245429e-01
1.293781e-03,-2.027607e-02,-9.554719e-03,8.183223e-03,5.481302e-01,3.825066e-01,-3.497334e-01,3.933928e-01,3.872251e-04,6.868119e-03,-9.859682e-03,-4.600007e-03,7.581254e-01,1.978022e+00,-1.726666e+00,-4.808262e-01
-2.273275e-04,-1.963304e-02,-1.081662e-02,5.688079e-03,7.037528e-01,1.005426e+00,5.466017e-02,8.743336e-02,7.527590e-03,1.219043e-02,2.107810e-03,3.529579e-03,4.304846e-01,1.136519e+00,-1.300442e+00,-3.497334e-01
6.099373e-03,-2.028668e-02,-5.746181e-03,1.441838e-02,4.781442e-01,5.573160e-01,3.606196e-01,1.639232e-01,1.887259e-03,7.362477e-03,-5.226091e-03,-2.123422e-03,2.988057e-01,4.480530e-01,-6.010327e-01,-1.094349e-02
8.260657e-03,-1.840377e-02,-8.385513e-03,1.565815e-02,3.956480e-01,3.060168e-01,2.731863e-01,2.623001e-01,2.767831e-03,4.719271e-03,-9.793910e-03,-8.408231e-04,1.711537e-01,2.623001e-01,-1.300442e+00,-2.185834e-01
2.475517e-03,-1.840591e-02,-8.409068e-03,8.188423e-03,-1.570966e-02,-2.404131e-01,-2.513566e-01,1.748667e-01,1.648551e-03,6.142591e-03,-9.716208e-03,-2.783994e-03,5.738964e-01,6.666364e-01,-9.398227e-01,1.202065e-01
1.335109e-03,-2.397142e-02,-6.549310e-03,1.127378e-02,-2.204653e-01,-3.497334e-01,-2.076399e-01,0.000000e+00,3.099753e-03,4.058801e-03,-1.291944e-02,-8.253234e-04,4.036004e-01,2.623001e-01,-9.070495e-01,1.311500e-01
-1.207932e-03,-2.641813e-02,-6.630581e-03,9.988732e-03,8.109675e-03,-4.043363e-01,-4.043363e-01,3.387899e-01,-1.589852e-05,2.939152e-03,-1.662020e-02,-4.621421e-03,7.857645e-01,4.808262e-01,-8.523893e-01,4.699400e-01
-3.222577e-03,-2.587227e-02,-5.980818e-03,6.944267e-03,-3.766356e-02,-6.994096e-01,2.731863e-01,5.245429e-01,1.637504e-03,2.815155e-03,-1.666822e-02,-2.696299e-03,3.229346e-02,-4.371668e-02,-8.633328e-01,-1.311500e-01
-1.039692e-03,-2.778536e-02,-6.139282e-03,1.132599e-02,4.047734e-01,-3.606196e-01,3.715631e-01,8.196161e-01,-3.314134e-03,2.930179e-03,-1.660735e-02,-8.351441e-03,3.461120e-01,7.321828e-01,-6.119762e-01,-9.837685e-02
-1.357898e-03,-2.525647e-02,-1.154908e-02,8.816568e-03,5.461281e-01,-4.371668e-02,3.606196e-01,7.431263e-01,-1.240592e-03,2.140001e-03,-1.167590e-02,-4.535051e-03,2.616021e-02,1.420935e-01,-2.185834e-01,-8.743336e-02
3.657358e-03,-2.339793e-02,-9.822191e-03,1.378432e-02,5.427705e-01,-4.152798e-01,-3.497334e-01,1.038200e+00,-1.918965e-03,5.299999e-03,-9.771170e-03,-6.426930e-03,3.550035e-01,4.480530e-01,-4.917697e-01,7.648987e-02
4.177276e-03,-2.333430e-02,-1.468012e-02,1.437300e-02,3.222817e-01,-3.497334e-01,-4.262233e-01,6.994096e-01,2.466813e-03,3.387827e-03,-1.099758e-02,-7.897353e-04,5.287699e-01,9.179930e-01,-2.950733e-01,8.743336e-02
7.523593e-03,-1.645509e-02,-1.173497e-02,1.309020e-02,3.307314e-01,-6.010327e-01,-6.554637e-02,9.179930e-01,1.450788e-03,5.926921e-03,-1.150530e-02,-3.289264e-03,-5.009829e-01,2.513566e-01,-2.404131e-01,-7.431263e-01
3.191222e-03,-1.650027e-02,-1.092226e-02,7.536926e-03,4.812810e-01,-4.371668e-02,-2.513566e-01,6.556929e-01,-1.884238e-03,5.918967e-03,-8.540271e-03,-6.418875e-03,2.604116e-01,4.371095e-01,-7.758994e-01,-8.743336e-02
3.623619e-03,-1.958715e-02,-1.159660e-02,1.061372e-02,5.324925e-02,-1.094349e-02,-1.857529e-01,7.648987e-02,1.419730e-03,4.833275e-03,-8.466036e-03,-2.124952e-03,6.050801e-01,6.119762e-01,-1.223952e+00,1.202065e-01
-8.618969e-05,-2.393818e-02,-1.157508e-02,9.378942e-03,-1.345494e-01,-6.994096e-01,-6.884661e-01,3.933928e-01,4.277411e-04,2.819743e-03,-1.042246e-02,-2.693647e-03,7.537786e-01,4.808262e-01,-1.038200e+00,3.933928e-01
1.161932e-03,-2.265548e-02,-9.782422e-03,9.954878e-03,7.764544e-01,4.917697e-01,2.182969e-02,6.010327e-01,-1.118299e-03,4.163016e-03,-1.096434e-02,-5.219179e-03,9.017716e-01,1.016313e+00,-4.589965e-01,4.262233e-01
-3.155661e-03,-2.274266e-02,-1.101648e-02,4.439335e-03,1.818147e-01,-1.049143e+00,1.094349e-02,1.092802e+00,-4.098069e-03,4.083580e-03,-9.769641e-03,-8.297804e-03,1.725826e-01,5.245429e-01,-1.125633e+00,-3.060168e-01
-2.139718e-03,-2.336296e-02,-6.826469e-03,6.288284e-03,8.490390e-01,2.841298e-01,-1.529797e-01,8.633328e-01,-2.651978e-03,4.189324e-03,-1.147134e-02,-7.079141e-03,4.826850e-01,1.333273e+00,-1.748667e-01,-1.420935e-01
1.016013e-03,-2.148219e-02,-1.277172e-02,8.784243e-03,2.442263e-01,-4.371668e-02,-2.076399e-01,3.497334e-01,1.745271e-03,4.085721e-03,-1.160258e-02,-2.066930e-03,7.037878e-01,1.092802e+00,-1.213066e+00,0.000000e+00
1.761420e-03,-2.333451e-02,-1.466329e-02,1.124880e-02,5.044405e-01,3.278465e-01,-1.420935e-01,3.825066e-01,-5.186632e-03,3.004210e-03,-9.581809e-03,-8.959294e-03,4.593844e-01,9.070495e-01,-8.086726e-01,-9.837685e-02
3.389270e-03,-2.462190e-02,-1.403545e-02,1.440798e-02,2.942887e-01,-1.748667e-01,1.857529e-01,5.245429e-01,-5.057724e-03,1.574976e-03,-1.038851e-02,-8.287505e-03,2.450508e-01,6.119762e-01,-9.070495e-01,-2.185834e-01
2.159636e-03,-2.277886e-02,-1.534253e-02,1.130213e-02,2.413154e-03,-1.420935e-01,1.202065e-01,1.202065e-01,-5.080694e-03,2.963421e-03,-1.024656e-02,-8.959498e-03,6.934328e-02,8.961060e-01,-8.086726e-01,-5.354864e-01
6.313240e-03,-2.150106e-02,-1.218671e-02,1.564540e-02,7.503272e-01,-4.371668e-02,5.466017e-02,1.005426e+00,-3.235785e-03,2.790274e-03,-8.474295e-03,-6.395829e-03,8.015754e-02,1.049143e+00,-4.699400e-01,-5.245429e-01
2.501977e-03,-2.522761e-02,-1.287859e-02,1.376484e-02,2.925102e-01,1.529797e-01,-1.857529e-01,2.513566e-01,-1.500938e-03,9.929218e-04,-1.016886e-02,-3.914350e-03,5.236313e-02,7.321828e-01,-2.841298e-01,-3.606196e-01
-1.259687e-03,-2.581415e-02,-1.271819e-02,9.387304e-03,2.799863e-01,4.371095e-01,-5.573160e-01,0.000000e+00,-8.196249e-03,9.270482e-04,-9.755263e-03,-1.138469e-02,7.393248e-01,9.617097e-01,-6.884661e-01,2.185834e-01
-4.935696e-03,-2.701120e-02,-1.390830e-02,5.609255e-03,5.689520e-01,5.901465e-01,-1.311500e-01,2.513566e-01,-4.539532e-03,2.897956e-03,-1.025309e-02,-8.307797e-03,6.782264e-01,8.086726e-01,-7.649560e-01,2.076399e-01
-9.887313e-03,-2.955845e-02,-1.274021e-02,1.304115e-03,9.251221e-01,6.556929e-01,-4.262233e-01,6.556929e-01,-3.012625e-03,-3.351566e-04,-1.092498e-02,-5.135358e-03,4.547094e-01,1.617403e+00,-3.387899e-01,-3.497334e-01
-5.805165e-03,-3.132939e-02,-8.393569e-03,8.061570e-03,6.321954e-01,2.950733e-01,-9.617097e-01,5.682595e-01,-3.671290e-03,9.513174e-04,-4.441114e-03,-5.109151e-03,-1.337623e-01,1.169350e+00,6.554637e-02,-7.103531e-01
