LAV,LAX,LAY,LAZ,LRV,LRX,LRY,LRZ,RAV,RAX,RAY,RAZ,RRV,RRX,RRY,RRZ
1.971752e-03,-1.625895e-01,-3.760263e-02,-3.442105e-03,2.761855e-01,-0.000000e+00,-1.000000e-01,4.000000e-01,-6.922089e-03,-9.693947e-02,7.363158e-03,-5.533947e-02,-2.476241e-01,-5.000000e-01,1.900000e+00,3.000000e-01
1.067833e-03,-1.606895e-01,-4.180263e-02,-5.742105e-03,-3.423643e-01,-3.000000e-01,-1.100000e+00,0.000000e+00,-9.061787e-03,-9.873947e-02,6.563158e-03,-5.673947e-02,-2.663303e-01,-9.000000e-01,1.900000e+00,6.000000e-01
1.697268e-03,-1.619895e-01,-4.010263e-02,-3.942105e-03,-3.477222e-01,-5.000000e-01,-1.200000e+00,2.000000e-01,-6.863501e-03,-9.643947e-02,5.863158e-03,-5.583947e-02,5.469739e-03,-9.000000e-01,2.300000e+00,1.000000e+00
2.369991e-04,-1.623895e-01,-4.150263e-02,-5.342105e-03,-3.775215e-02,-0.000000e+00,-3.000000e-01,0.000000e+00,-7.059347e-03,-9.573947e-02,5.163158e-03,-5.673947e-02,-1.039571e-01,-8.000000e-01,1.600000e+00,7.000000e-01
-2.728941e-04,-1.635895e-01,-4.310263e-02,-4.642105e-03,-3.023558e-01,-5.000000e-01,3.000000e-01,0.000000e+00,-6.428159e-03,-9.553947e-02,5.563158e-03,-5.603947e-02,-4.135978e-03,-3.000000e-01,1.400000e+00,4.000000e-01
7.705285e-04,-1.624895e-01,-4.130263e-02,-4.542105e-03,4.517930e-02,-0.000000e+00,-8.000000e-01,2.000000e-01,-6.071445e-03,-9.513947e-02,6.963158e-03,-5.573947e-02,-4.597759e-01,-3.000000e-01,1.300000e+00,-2.000000e-01
1.746094e-03,-1.615895e-01,-4.070263e-02,-4.142105e-03,-2.945505e-02,-0.000000e+00,-1.400000e+00,2.000000e-01,-5.935282e-03,-9.503947e-02,7.863158e-03,-5.553947e-02,-3.561439e-01,-5.000000e-01,2.200000e+00,2.000000e-01
9.524096e-04,-1.619895e-01,-3.850263e-02,-5.242105e-03,-4.081223e-01,-7.000000e-01,-1.200000e+00,3.000000e-01,-5.534420e-03,-9.533947e-02,9.063158e-03,-5.463947e-02,-2.869980e-01,-1.000000e+00,1.400000e+00,6.000000e-01
1.383109e-03,-1.612895e-01,-3.770263e-02,-5.442105e-03,-4.082240e-01,-7.000000e-01,-1.200000e+00,3.000000e-01,-5.198983e-03,-9.513947e-02,1.016316e-02,-5.423947e-02,2.284596e-01,-3.000000e-01,1.400000e+00,7.000000e-01
1.424332e-03,-1.613895e-01,-3.740263e-02,-5.342105e-03,-8.627243e-02,-6.000000e-01,-9.000000e-01,6.000000e-01,-5.116852e-03,-9.523947e-02,1.026316e-02,-5.403947e-02,3.511498e-02,-1.200000e+00,1.600000e+00,1.200000e+00
