LAV,LAX,LAY,LAZ,LRV,LRX,LRY,LRZ,RAV,RAX,RAY,RAZ,RRV,RRX,RRY,RRZ
-6.395677e-04,-7.609195e-03,-3.509353e-04,3.786550e-03,-1.466064e-01,-4.371668e-02,8.852198e-01,-1.311500e-01,3.105684e-03,-1.048708e-02,-2.883046e-03,9.304215e-03,6.970882e-01,3.933928e-01,2.294696e-01,6.119762e-01
2.772899e-03,-5.244269e-03,-2.917918e-04,6.347873e-03,-4.655476e-01,3.497334e-01,7.431263e-01,-7.431263e-01,2.621016e-03,-9.944184e-03,-5.387163e-03,8.095240e-03,4.952776e-01,1.748667e-01,6.338632e-01,5.573160e-01
-2.853587e-03,-7.602465e-03,5.891767e-03,1.293242e-03,1.849480e-01,3.060168e-01,7.977864e-01,4.371668e-02,-2.997520e-03,-1.301088e-02,-7.278941e-03,3.095367e-03,4.436055e-01,-8.743336e-02,6.666364e-01,6.556929e-01
-3.885957e-03,-7.706884e-03,2.804067e-03,1.032328e-04,7.773828e-02,1.092631e-01,5.136567e-01,3.277319e-02,4.890548e-03,-9.990581e-03,-6.692400e-03,1.060344e-02,8.948051e-02,1.202065e-01,4.152798e-01,8.743336e-02
-1.360890e-03,-6.976359e-03,-2.151244e-03,2.536786e-03,1.490155e-01,7.431263e-01,7.540698e-01,-2.623001e-01,3.457128e-04,-9.298908e-03,-5.991549e-03,4.981638e-03,-2.297638e-01,0.000000e+00,1.060029e+00,-1.311500e-01
-5.569105e-03,-5.862115e-03,1.643426e-03,-2.989159e-03,-5.276456e-01,-3.278465e-01,9.398227e-01,-4.043363e-01,-4.168182e-04,-8.879702e-03,-5.976457e-03,3.847816e-03,5.184270e-01,4.589965e-01,1.464366e+00,5.245429e-01
-7.619086e-03,-7.584926e-03,3.421097e-03,-4.318359e-03,-2.466229e-01,2.623001e-01,5.792030e-01,-4.371095e-01,-4.768455e-03,-9.929296e-03,-5.986145e-03,-6.140543e-04,-1.537768e-03,1.748667e-01,1.147463e+00,4.371668e-02
-6.950702e-03,-6.458751e-03,9.734721e-04,-4.251159e-03,-1.999839e-01,-5.466017e-02,9.835394e-01,-1.857529e-01,-1.293118e-03,-1.076679e-02,-6.548416e-03,3.863010e-03,6.696394e-02,6.229197e-01,1.551799e+00,-8.743336e-02
-8.046070e-04,-8.874357e-03,4.053729e-03,4.421629e-03,3.233102e-01,6.556929e-01,1.147463e+00,0.000000e+00,9.710159e-04,-1.062301e-02,-2.829001e-03,6.901968e-03,-2.689964e-01,5.245429e-01,2.109172e+00,-3.497334e-01
6.901212e-04,-1.029696e-02,2.815182e-03,7.002939e-03,2.653391e-01,-2.404131e-01,1.049143e+00,4.699400e-01,-1.289415e-04,-4.095194e-03,-2.525864e-04,2.124598e-03,-1.024750e-01,4.152798e-01,2.054512e+00,-9.837685e-02
-1.077337e-03,-9.466200e-03,2.748645e-04,4.402764e-03,-1.220778e-01,0.000000e+00,7.540698e-01,-1.311500e-01,-4.650125e-03,-1.191519e-02,-5.953106e-03,7.053565e-04,1.463778e-01,6.556929e-01,2.677432e+00,1.311500e-01
4.553430e-03,-5.897805e-03,2.090979e-03,8.856477e-03,1.167656e-01,-4.480530e-01,1.376989e+00,4.262233e-01,-5.099695e-03,-1.174500e-02,1.023079e-03,9.834331e-04,-8.610991e-02,9.725959e-01,3.169201e+00,-2.623001e-01
-1.451936e-03,-6.996753e-03,4.672697e-03,2.548410e-03,4.709729e-02,4.808262e-01,1.016313e+00,-2.185834e-01,-2.493546e-03,-1.560820e-02,5.855412e-03,6.900642e-03,-1.586571e-01,3.060168e-01,2.152889e+00,-8.743336e-02
-5.228812e-03,-8.414771e-03,-8.877139e-04,-1.088102e-03,1.807512e-01,1.092631e-01,1.245839e+00,1.639232e-01,4.472288e-05,-1.599049e-02,2.151599e-03,9.606663e-03,2.632198e-01,3.715631e-01,2.622772e+00,4.262233e-01
4.349301e-03,-8.252636e-03,1.514941e-03,1.002262e-02,4.522773e-02,4.371668e-02,1.147463e+00,4.371668e-02,3.860207e-04,-1.869977e-02,-5.358000e-03,1.062118e-02,5.145382e-01,5.245429e-01,1.803155e+00,5.245429e-01
-5.291737e-03,-8.395906e-03,3.332993e-03,-1.108088e-03,6.817681e-01,-9.837685e-02,6.119762e-01,8.633328e-01,-8.130333e-04,-1.405354e-02,-9.815815e-04,7.076034e-03,4.344728e-01,4.262233e-01,2.338642e+00,5.573160e-01
4.903910e-04,-9.429796e-03,2.701483e-03,6.247227e-03,2.813904e-01,-3.933928e-01,2.731863e-01,5.682595e-01,-1.378866e-03,-1.432998e-02,-3.508336e-03,6.255570e-03,1.662536e-01,1.748667e-01,1.672005e+00,3.060168e-01
