LAV,LAX,LAY,LAZ,LRV,LRX,LRY,LRZ,RAV,RAX,RAY,RAZ,RRV,RRX,RRY,RRZ
-2.396369e-03,2.172754e-02,6.800850e-03,-1.906997e-02,-6.775673e-01,-8.961060e-01,-9.835394e-01,-4.371668e-02,3.708456e-03,8.143142e-03,-5.225420e-03,-2.084270e-03,-3.297415e-01,6.338632e-01,1.682949e+00,-7.540698e-01
-1.978234e-03,1.461370e-02,1.301694e-02,-1.451367e-02,3.083062e-01,-1.311500e-01,2.294696e-01,4.371095e-01,7.220010e-04,5.256530e-03,-1.692817e-03,-3.488522e-03,-6.939144e-01,2.623001e-01,1.278613e+00,-9.617097e-01
3.890741e-03,1.338259e-02,1.704410e-03,-4.559709e-03,-4.774193e-02,-6.666364e-01,-3.497334e-01,4.699400e-01,3.866848e-03,4.486950e-03,-9.449576e-04,9.670264e-04,-2.168613e-01,4.262233e-01,7.431263e-01,-5.245429e-01
1.288359e-03,9.696015e-03,-5.678743e-03,-3.972353e-03,4.384388e-01,-2.185834e-01,-5.573160e-01,7.868429e-01,6.553740e-04,2.221446e-03,-6.086163e-03,-1.677914e-03,-6.059558e-01,-4.371668e-02,2.294696e-01,-6.994096e-01
7.613249e-03,1.048405e-02,-1.015571e-02,4.014269e-03,3.342897e-01,-2.404131e-01,-1.464366e+00,8.196161e-01,2.025043e-03,4.045209e-03,-1.685781e-03,-1.026927e-03,-1.948887e-01,6.554637e-02,3.933928e-01,-2.623001e-01
6.446867e-03,1.478695e-02,-1.495633e-02,2.991364e-04,8.525960e-01,6.556929e-01,-2.043569e+00,9.179930e-01,1.730424e-03,3.487934e-03,-2.980923e-03,-1.071284e-03,-1.626753e-01,1.420935e-01,-8.743336e-02,-3.060168e-01
4.711662e-03,1.453630e-02,-9.920661e-03,-2.466742e-03,7.605928e-01,1.169350e+00,-2.775809e+00,5.573160e-01,4.801544e-03,4.190518e-03,-6.701765e-03,1.979401e-03,1.852695e-01,0.000000e+00,-1.060029e+00,1.639232e-01
4.315697e-03,1.547383e-02,-6.738330e-03,-4.120722e-03,5.469199e-01,1.704836e+00,-3.048995e+00,-4.371668e-02,1.234898e-04,4.162986e-03,-4.280449e-03,-3.601302e-03,-1.267290e-01,-3.497334e-01,-8.196161e-01,4.371668e-02
4.097804e-03,1.470976e-02,-6.510322e-03,-3.867628e-03,1.044466e+00,1.792269e+00,-3.409615e+00,5.682595e-01,1.800153e-03,8.054835e-03,-4.954890e-03,-4.349978e-03,-3.861358e-01,-4.589965e-01,-1.355102e+00,-2.294696e-01
6.197835e-04,1.177501e-02,-3.048181e-03,-6.628204e-03,5.712072e-01,1.355102e+00,-3.486104e+00,3.060168e-01,1.281331e-03,3.556357e-03,-4.293910e-03,-1.745929e-03,-5.991656e-02,-4.371095e-01,-1.038200e+00,1.748667e-01
