LAV,LAX,LAY,LAZ,LRV,LRX,LRY,LRZ,RAV,RAX,RAY,RAZ,RRV,RRX,RRY,RRZ
6.438025e-03,1.415061e-02,-2.663647e-02,3.671676e-03,-4.788258e-02,-2.797638e+00,2.065456e+00,1.267669e+00,-1.988031e-03,5.231088e-03,-1.760729e-02,-8.911032e-03,9.994011e-01,2.666488e+00,3.606196e-01,-3.497334e-01
1.024064e-02,1.197484e-02,-3.087339e-02,1.014738e-02,-2.344046e-01,-2.393302e+00,2.185662e+00,7.868429e-01,-5.504357e-03,3.339514e-03,-2.089465e-02,-1.254816e-02,5.125528e-01,2.589998e+00,1.529797e-01,-9.179930e-01
1.315147e-02,1.105587e-02,-2.392953e-02,1.295976e-02,5.862408e-01,-3.497334e-01,1.715722e+00,6.119762e-01,-4.118436e-04,4.069835e-03,-1.821871e-02,-6.469219e-03,1.094730e-01,2.229379e+00,-5.573160e-01,-1.311386e+00
4.743919e-03,5.235129e-03,-1.094222e-02,4.376810e-03,-3.437153e-02,-3.060168e-01,1.180236e+00,-5.466017e-02,6.083841e-03,7.878475e-03,-1.028563e-02,4.012208e-04,5.621968e-01,2.557225e+00,-8.743336e-02,-8.852198e-01
2.111048e-03,9.838638e-03,-7.672605e-03,-2.005900e-03,3.139066e-01,2.623001e-01,1.278613e+00,0.000000e+00,9.993920e-04,4.659027e-03,-5.112299e-03,-2.712381e-03,7.420754e-01,2.928788e+00,-2.076399e-01,-9.179930e-01
6.823503e-03,1.336655e-02,-1.391776e-02,2.476059e-03,-3.859331e-01,-6.884661e-01,1.376989e+00,-2.731863e-01,-1.556774e-03,3.449848e-03,-5.894115e-03,-5.156029e-03,4.978789e-01,2.218435e+00,-6.554637e-02,-7.540698e-01
7.543787e-03,1.048014e-02,-1.269338e-02,4.836396e-03,8.238478e-01,1.311500e-01,1.147463e+00,6.994096e-01,-3.935745e-04,5.293291e-03,-7.706763e-03,-5.226695e-03,7.912268e-01,1.923362e+00,-4.699400e-01,-3.060168e-01
7.992583e-03,1.154503e-02,-1.026962e-02,4.329087e-03,3.313915e-01,-3.060168e-01,1.398819e+00,3.387899e-01,1.158128e-03,4.733262e-03,-9.274271e-03,-3.352049e-03,5.127910e-01,1.682949e+00,-2.404131e-01,-4.480530e-01
4.365488e-03,1.041631e-02,-1.264770e-02,1.131869e-03,6.094830e-02,1.311500e-01,1.803155e+00,-3.060168e-01,-1.158126e-03,4.028231e-03,-1.022312e-02,-5.841278e-03,3.139208e-01,1.442536e+00,-1.639232e-01,-5.245429e-01
3.273822e-03,7.673984e-03,-7.613869e-03,6.385302e-04,3.517676e-01,4.699400e-01,1.333273e+00,-8.743336e-02,2.415267e-03,4.722759e-03,-1.055626e-02,-2.102488e-03,5.045374e-01,1.759439e+00,-5.901465e-01,-5.682595e-01
1.851226e-03,5.477006e-03,-8.896672e-03,4.820038e-04,3.557186e-01,4.808262e-01,1.322329e+00,-8.743336e-02,4.744992e-06,2.151137e-03,-1.022954e-02,-3.346950e-03,2.491224e-01,1.355102e+00,-3.277319e-02,-5.245429e-01
