LAV,LAX,LAY,LAZ,LRV,LRX,LRY,LRZ,RAV,RAX,RAY,RAZ,RRV,RRX,RRY,RRZ
-3.854015e-04,6.281579e-03,-2.191053e-02,-1.794737e-03,-6.637851e-01,1.000000e-01,1.400000e+00,-1.000000e+00,-2.158806e-03,-2.731842e-02,1.253947e-02,8.397368e-03,-2.095097e-01,-3.000000e-01,1.600000e+00,2.000000e-01
1.736865e-04,3.481579e-03,-1.911053e-02,-9.473684e-05,-1.068825e+00,-3.000000e-01,3.000000e-01,-1.100000e+00,6.064623e-04,-2.471842e-02,1.153947e-02,9.897368e-03,6.215544e-01,-2.000000e-01,2.000000e-01,9.000000e-01
2.438790e-03,4.281579e-03,-1.871053e-02,2.005263e-03,-1.397494e+00,-3.000000e-01,1.200000e+00,-1.600000e+00,-3.207053e-05,-2.611842e-02,1.203947e-02,1.009737e-02,2.067456e-01,-3.000000e-01,4.000000e-01,5.000000e-01
2.756344e-03,4.781579e-03,-1.941053e-02,2.205263e-03,-9.970793e-01,-0.000000e+00,1.200000e+00,-1.300000e+00,2.785066e-04,-2.621842e-02,1.183947e-02,1.049737e-02,2.945815e-01,-4.000000e-01,6.000000e-01,7.000000e-01
1.653468e-03,4.681579e-03,-1.941053e-02,1.005263e-03,-4.367760e-01,4.000000e-01,1.400000e+00,-9.000000e-01,-1.272154e-03,-2.711842e-02,1.173947e-02,9.197368e-03,7.103826e-01,-7.000000e-01,7.000000e-01,1.400000e+00
1.887702e-03,4.781579e-03,-1.931053e-02,1.205263e-03,-1.155671e+00,2.000000e-01,6.000000e-01,-1.500000e+00,-9.490941e-04,-2.671842e-02,1.213947e-02,9.397368e-03,5.073528e-01,-1.000000e-01,2.000000e-01,7.000000e-01
2.243309e-03,4.981579e-03,-1.931053e-02,1.505263e-03,-6.335891e-01,-2.000000e-01,6.000000e-01,-7.000000e-01,-4.668014e-04,-2.651842e-02,1.183947e-02,9.797368e-03,3.743426e-03,-1.000000e-01,2.000000e-01,1.000000e-01
2.607293e-03,5.281579e-03,-1.961053e-02,1.805263e-03,-5.813926e-01,3.000000e-01,6.000000e-01,-9.000000e-01,-7.299287e-04,-2.701842e-02,1.183947e-02,9.797368e-03,5.034613e-01,-0.000000e+00,0.000000e+00,6.000000e-01
2.619634e-03,5.281579e-03,-1.951053e-02,1.805263e-03,-7.980244e-01,1.000000e-01,3.000000e-01,-1.000000e+00,-1.086935e-03,-2.721842e-02,1.183947e-02,9.497368e-03,8.130470e-02,-3.000000e-01,7.000000e-01,4.000000e-01
2.682661e-03,5.281579e-03,-1.971053e-02,1.905263e-03,-1.268823e+00,-1.000000e-01,1.500000e+00,-1.600000e+00,-8.603025e-04,-2.731842e-02,1.163947e-02,9.797368e-03,2.178628e-01,-2.000000e-01,7.000000e-01,5.000000e-01
2.179795e-03,5.281579e-03,-2.021053e-02,1.405263e-03,-9.485295e-01,-2.000000e-01,9.000000e-01,-1.100000e+00,-5.948429e-04,-2.731842e-02,1.153947e-02,1.009737e-02,-2.305925e-01,-6.000000e-01,6.000000e-01,2.000000e-01
