LAV,LAX,LAY,LAZ,LRV,LRX,LRY,LRZ,RAV,RAX,RAY,RAZ,RRV,RRX,RRY,RRZ
-1.527596e-03,-3.684211e-05,-5.631579e-04,-1.486842e-03,-2.815353e-01,-3.000000e+00,3.000000e-01,1.200000e+00,-1.787146e-03,1.247368e-03,-9.873684e-03,-3.765789e-03,-2.856385e-01,-9.000000e-01,1.300000e+00,3.000000e-01
1.586861e-05,2.863158e-03,-3.663158e-03,-6.868421e-04,-3.918614e-01,-3.100000e+00,5.000000e-01,1.100000e+00,-3.564401e-03,1.847368e-03,-1.047368e-02,-6.165789e-03,7.085291e-01,1.000000e-01,4.000000e-01,8.000000e-01
4.607538e-04,4.063158e-03,-7.763158e-03,-8.684211e-05,4.430886e-02,-2.500000e+00,1.000000e+00,1.200000e+00,-2.148057e-03,2.347368e-03,-1.167368e-02,-4.965789e-03,1.088192e+00,-2.000000e-01,5.000000e-01,1.400000e+00
-6.085836e-04,3.063158e-03,-7.163158e-03,-8.868421e-04,-4.878799e-01,-1.600000e+00,5.000000e-01,2.000000e-01,-9.990129e-04,2.447368e-03,-1.127368e-02,-3.665789e-03,8.318468e-01,2.000000e-01,5.000000e-01,9.000000e-01
6.818461e-04,2.863158e-03,-7.263158e-03,7.131579e-04,-7.236304e-01,-2.000000e+00,1.300000e+00,0.000000e+00,-8.686423e-04,2.847368e-03,-1.077368e-02,-3.665789e-03,3.488553e-01,-2.000000e-01,0.000000e+00,5.000000e-01
-1.950581e-05,3.063158e-03,-6.163158e-03,-3.868421e-04,-6.146144e-01,-2.100000e+00,6.000000e-01,3.000000e-01,-1.034748e-03,2.747368e-03,-1.047368e-02,-3.765789e-03,1.002044e+00,5.000000e-01,2.000000e-01,9.000000e-01
4.127344e-04,2.963158e-03,-6.463158e-03,2.131579e-04,-3.177177e-01,-2.100000e+00,1.400000e+00,5.000000e-01,-1.081379e-03,2.547368e-03,-1.007368e-02,-3.665789e-03,6.417169e-01,1.000000e-01,2.000000e-01,7.000000e-01
-5.090098e-05,3.063158e-03,-6.363158e-03,-3.868421e-04,-6.109215e-01,-2.200000e+00,1.500000e+00,2.000000e-01,-3.908167e-04,2.347368e-03,-9.973684e-03,-2.765789e-03,9.100816e-01,3.000000e-01,2.000000e-01,9.000000e-01
-2.766704e-04,2.863158e-03,-6.663158e-03,-4.868421e-04,-5.749908e-01,-1.800000e+00,1.100000e+00,1.000000e-01,-2.463347e-04,2.347368e-03,-9.673684e-03,-2.565789e-03,5.178792e-01,-1.000000e-01,5.000000e-01,7.000000e-01
-4.744413e-06,2.563158e-03,-6.263158e-03,-8.684211e-05,-6.116023e-01,-1.500000e+00,1.100000e+00,-1.000000e-01,-6.382009e-06,2.147368e-03,-9.473684e-03,-2.165789e-03,4.625775e-01,4.000000e-01,7.000000e-01,4.000000e-01
