LAV,LAX,LAY,LAZ,LRV,LRX,LRY,LRZ,RAV,RAX,RAY,RAZ,RRV,RRX,RRY,RRZ
1.308571e-03,1.716105e-03,1.380248e-03,7.769245e-04,3.190249e-01,-1.442536e+00,8.415031e-01,9.617097e-01,-5.852195e-03,2.247361e-03,9.106549e-04,-7.968774e-03,4.860815e-02,-5.245429e-01,-7.648987e-02,3.060168e-01
1.416950e-03,3.410363e-03,2.291976e-03,2.141431e-04,4.027317e-01,-1.628289e+00,1.158406e+00,1.136519e+00,1.995202e-03,4.145256e-03,2.653860e-03,8.698448e-05,-2.083584e-01,-7.212966e-01,-4.262233e-01,7.648987e-02
-5.147335e-05,1.175043e-03,1.749431e-04,-5.007799e-04,3.287338e-01,-1.049143e+00,-1.202065e-01,7.868429e-01,2.167133e-03,1.016869e-03,-1.591525e-03,1.358571e-03,4.402786e-01,-4.808262e-01,-2.950733e-01,6.994096e-01
2.139948e-03,2.388709e-03,-1.849712e-05,1.364791e-03,1.688372e-01,-6.994096e-01,3.715631e-01,4.808262e-01,3.259205e-03,3.539953e-03,-1.707772e-03,1.319719e-03,3.455511e-01,-3.278465e-01,-3.278465e-01,5.136567e-01
-2.056116e-03,4.945865e-04,2.052954e-03,-2.343407e-03,3.064503e-02,-1.049143e+00,5.792030e-01,4.808262e-01,1.359904e-03,2.260923e-03,9.425720e-04,1.192075e-04,3.370168e-01,-8.743336e-02,-2.513566e-01,3.933928e-01
3.447715e-03,-2.403230e-04,1.837998e-03,3.911634e-03,3.580939e-01,-9.288792e-01,6.338632e-01,7.868429e-01,2.522985e-03,2.304771e-03,2.739441e-04,1.327877e-03,5.509973e-01,2.182969e-02,-4.480530e-01,5.573160e-01
-6.834169e-04,1.156688e-03,2.661521e-03,-1.115363e-03,4.050151e-01,-1.049143e+00,9.837685e-02,8.742763e-01,4.256894e-03,2.266123e-03,-3.110671e-04,3.227608e-03,5.405491e-01,-8.743336e-02,-3.387899e-01,6.119762e-01
2.441378e-03,1.728341e-03,1.824436e-03,2.010067e-03,-1.357469e-01,-9.617097e-01,4.808262e-01,2.623001e-01,-4.951026e-04,1.050010e-03,-2.858420e-03,-1.784399e-03,2.769709e-01,-9.837685e-02,-1.857529e-01,3.387899e-01
4.577660e-03,1.123955e-03,-1.035868e-03,4.500112e-03,9.227466e-02,-7.868429e-01,4.917697e-01,4.371095e-01,3.089773e-03,9.979023e-04,3.459360e-04,2.620469e-03,1.604069e-01,9.837685e-02,0.000000e+00,1.311500e-01
5.630506e-03,-2.024520e-03,1.286230e-03,6.998009e-03,1.322982e-01,-7.977864e-01,-1.092631e-01,4.699400e-01,2.371177e-03,2.902732e-03,-9.433931e-04,7.251229e-04,3.200457e-01,-2.950733e-01,-6.119762e-01,4.371095e-01
2.952603e-03,-4.341576e-05,-1.060341e-03,3.222918e-03,1.916575e-01,-1.005426e+00,-4.262233e-01,6.119762e-01,-6.279085e-03,1.013198e-03,-3.092316e-04,-7.971221e-03,1.967608e-01,-2.185834e-01,-2.076399e-01,3.060168e-01
2.539723e-03,1.868960e-03,-2.511091e-03,1.948578e-03,3.203646e-02,-9.835394e-01,-1.529797e-01,4.371095e-01,9.443983e-04,4.181150e-03,2.126972e-03,-1.165737e-03,8.860202e-01,2.185834e-01,-5.901465e-01,8.196161e-01
2.893645e-03,-7.686245e-05,1.454279e-03,3.237500e-03,4.370988e-01,-6.556929e-01,-3.277319e-02,7.431263e-01,-2.152241e-03,1.018908e-03,2.864839e-03,-2.988072e-03,2.963597e-01,4.371095e-01,-2.513566e-01,8.743336e-02
-3.170832e-03,5.700455e-04,6.297821e-05,-3.628352e-03,6.107392e-01,-4.043363e-01,-3.278465e-01,8.196161e-01,-2.424269e-04,-2.091357e-04,3.630673e-04,-5.148520e-04,4.129456e-01,-1.966964e-01,-3.277319e-02,5.573160e-01
2.492717e-03,-1.357932e-03,-1.584781e-03,3.254019e-03,3.301640e-01,4.371668e-02,4.043363e-01,3.497334e-01,-6.302109e-03,-8.857175e-04,-2.798563e-03,-7.333286e-03,5.508737e-01,-4.371668e-02,1.420935e-01,6.556929e-01
