LAV,LAX,LAY,LAZ,LRV,LRX,LRY,LRZ,RAV,RAX,RAY,RAZ,RRV,RRX,RRY,RRZ
1.209501e-03,-7.315789e-04,-8.157895e-04,2.155263e-03,-6.770697e-01,-4.000000e-01,5.000000e-01,-6.000000e-01,-1.871925e-03,-1.305263e-03,1.710526e-03,-1.028947e-03,-5.193033e-01,-8.000000e-01,-4.000000e-01,-1.000000e-01
3.641512e-03,2.768421e-03,1.842105e-04,2.355263e-03,-1.442234e-01,2.000000e-01,5.000000e-01,-4.000000e-01,2.903469e-03,3.994737e-03,-8.894737e-04,4.710526e-04,-5.133269e-01,-2.000000e-01,1.200000e+00,-3.000000e-01
1.252284e-03,1.368421e-03,-3.157895e-04,4.552632e-04,-4.535873e-01,2.000000e-01,5.000000e-01,-8.000000e-01,5.467566e-04,2.294737e-03,-3.894737e-04,-1.128947e-03,-4.461496e-01,-7.000000e-01,1.000000e-01,0.000000e+00
7.824172e-04,1.268421e-03,1.384211e-03,-2.447368e-04,-3.608297e-01,1.000000e-01,5.000000e-01,-6.000000e-01,7.635620e-04,1.894737e-03,2.105263e-04,-4.289474e-04,-7.243226e-01,-0.000000e+00,8.000000e-01,-8.000000e-01
4.192791e-04,1.368421e-03,8.842105e-04,-7.447368e-04,-8.584622e-01,-3.000000e-01,1.300000e+00,-1.000000e+00,8.080413e-04,1.694737e-03,1.105263e-04,-2.289474e-04,-2.238261e-01,-3.000000e-01,-3.000000e-01,-1.000000e-01
5.912195e-04,9.684211e-04,3.842105e-04,-1.447368e-04,-4.365708e-01,2.000000e-01,7.000000e-01,-8.000000e-01,7.043716e-04,1.694737e-03,3.105263e-04,-3.289474e-04,-7.039281e-01,-1.600000e+00,-4.000000e-01,3.000000e-01
-3.392893e-04,7.684211e-04,-1.578947e-05,-1.144737e-03,-4.762679e-01,2.000000e-01,2.000000e-01,-8.000000e-01,4.413796e-04,1.394737e-03,3.105263e-04,-4.289474e-04,8.401196e-02,-7.000000e-01,2.000000e-01,7.000000e-01
4.874166e-04,6.684211e-04,4.842105e-04,-4.473684e-05,-8.101633e-01,-0.000000e+00,5.000000e-01,-1.100000e+00,3.639068e-04,1.394737e-03,3.105263e-04,-5.289474e-04,-5.462306e-01,1.000000e-01,5.000000e-01,-7.000000e-01
1.926273e-04,5.684211e-04,4.842105e-04,-3.447368e-04,-6.317185e-01,-0.000000e+00,8.000000e-01,-9.000000e-01,-4.369726e-05,1.194737e-03,1.105263e-04,-9.289474e-04,-7.941992e-01,-3.000000e-01,1.100000e+00,-6.000000e-01
3.775733e-04,4.684211e-04,6.842105e-04,-4.473684e-05,-1.974646e-01,-0.000000e+00,1.400000e+00,-4.000000e-01,-1.013800e-04,1.394737e-03,3.105263e-04,-1.128947e-03,-5.464821e-01,-8.000000e-01,4.000000e-01,0.000000e+00
3.840412e-04,3.684211e-04,5.842105e-04,5.526316e-05,-7.488201e-01,-3.000000e-01,1.700000e+00,-9.000000e-01,2.115597e-04,1.294737e-03,4.105263e-04,-6.289474e-04,-3.835673e-01,3.000000e-01,2.000000e-01,-7.000000e-01
1.830684e-05,1.684211e-04,4.842105e-04,-2.447368e-04,-7.973444e-01,-5.000000e-01,1.700000e+00,-8.000000e-01,-6.710140e-05,1.094737e-03,4.105263e-04,-8.289474e-04,-5.292458e-01,-5.000000e-01,5.000000e-01,-2.000000e-01
3.909595e-04,4.684211e-04,-1.157895e-04,5.526316e-05,-9.140708e-01,-3.000000e-01,6.000000e-01,-1.000000e+00,2.073454e-05,1.194737e-03,2.105263e-04,-8.289474e-04,-4.723913e-01,-7.000000e-01,9.000000e-01,1.000000e-01
1.897446e-04,5.684211e-04,-5.157895e-04,-2.447368e-04,-2.453974e-01,-0.000000e+00,8.000000e-01,-4.000000e-01,-2.737384e-04,1.094737e-03,2.105263e-04,-1.128947e-03,-7.804310e-01,-1.200000e+00,3.000000e-01,0.000000e+00
