LAV,LAX,LAY,LAZ,LRV,LRX,LRY,LRZ,RAV,RAX,RAY,RAZ,RRV,RRX,RRY,RRZ
1.144329e-03,-4.229804e-03,1.043618e-03,4.482842e-03,-1.646382e-01,-8.742763e-01,-1.693892e+00,8.742763e-01,6.383614e-04,-3.285606e-03,3.650635e-03,4.526292e-03,-6.231006e-01,1.748667e-01,-1.256783e+00,-1.398819e+00
-2.767088e-03,-5.766211e-03,1.449771e-03,5.384772e-04,8.958210e-02,-5.464298e-01,-2.600942e+00,1.169350e+00,2.883094e-04,-4.241692e-03,3.853355e-03,4.951616e-03,-2.398608e-01,4.371095e-01,-2.229379e+00,-1.409763e+00
1.256364e-03,-3.579633e-03,4.805351e-03,3.210134e-03,2.194981e-01,-3.497334e-01,-2.043569e+00,1.049143e+00,-2.230460e-03,-1.988833e-03,1.743154e-03,-1.134560e-03,-2.936365e-01,-8.743336e-02,-2.174719e+00,-1.005426e+00
1.565893e-03,-6.339597e-03,3.411399e-03,6.081043e-03,3.152187e-01,-9.837685e-02,-2.469792e+00,1.081916e+00,2.318145e-03,-1.651205e-03,1.782311e-03,4.803145e-03,6.361259e-02,-3.825066e-01,-2.469792e+00,-3.497334e-01
6.174483e-04,-5.462947e-03,4.788730e-03,3.849496e-03,7.378042e-01,-2.185834e-01,-1.693892e+00,1.529969e+00,4.014959e-03,1.802880e-03,-5.104037e-03,1.926322e-03,1.889176e-01,8.743336e-02,-3.092712e+00,-7.868429e-01
-5.616261e-04,-2.649346e-03,5.812015e-03,-9.119751e-05,9.419985e-01,-1.966964e-01,-2.076399e+00,1.868759e+00,-1.123326e-04,2.797205e-03,-3.186766e-03,-4.003124e-03,-1.313725e-01,-3.933928e-01,-2.207492e+00,-5.245429e-01
-4.532557e-03,-2.323343e-03,6.041451e-03,-5.511397e-03,3.908762e-01,-3.060168e-01,-2.174719e+00,1.267669e+00,2.056489e-03,1.762499e-03,-4.491595e-03,-5.311943e-04,-2.855541e-01,-2.185834e-01,-2.437019e+00,-9.617097e-01
-1.269213e-03,-1.405190e-03,5.862185e-03,-1.976755e-03,6.612378e-01,-1.639232e-01,-1.508082e+00,1.344159e+00,4.982206e-03,3.344385e-03,-3.765965e-03,2.307798e-03,-2.547103e-01,7.648987e-02,-2.054512e+00,-1.060029e+00
-1.634324e-03,-3.675487e-03,2.288385e-03,1.785174e-04,2.379814e-01,-7.431263e-01,-6.884661e-01,1.049143e+00,1.057452e-03,5.490072e-03,4.714658e-04,-3.644082e-03,-2.845257e-01,-3.497334e-01,-2.393302e+00,-8.305596e-01
-1.134082e-04,-6.016449e-03,2.010263e-04,4.459082e-03,3.076505e-01,-6.338632e-01,-9.835394e-01,1.125633e+00,1.250176e-03,5.183851e-03,-1.054896e-04,-3.293504e-03,-3.269756e-01,-3.278465e-01,-1.901532e+00,-7.540698e-01
-4.208685e-03,-5.490785e-03,2.352526e-03,-1.744565e-03,8.737237e-01,3.060168e-01,-1.387876e+00,1.223952e+00,1.763350e-03,4.156589e-03,-1.310845e-04,-1.690408e-03,1.457766e-01,3.060168e-01,-1.169350e+00,-4.371095e-01
1.264167e-03,-2.748870e-03,2.793655e-03,3.075327e-03,7.267712e-01,-5.136567e-01,-1.529969e+00,1.704836e+00,3.798586e-03,4.973891e-03,-1.364125e-03,-1.011934e-05,-1.910863e-01,-6.447494e-01,-1.682949e+00,-2.185834e-01
9.933733e-04,-4.855400e-03,2.343144e-03,4.472135e-03,9.850859e-01,3.060168e-01,-1.519026e+00,1.398819e+00,3.036084e-03,3.571068e-03,4.589233e-04,7.561974e-04,-1.647359e-01,-2.623001e-01,-1.693892e+00,-5.245429e-01
2.674403e-03,-3.963047e-03,4.073705e-03,5.531518e-03,5.725764e-01,-1.092631e-01,-1.661119e+00,1.223952e+00,4.685812e-03,5.653736e-03,4.799294e-04,1.179788e-03,-3.810629e-01,-3.278465e-01,-1.245839e+00,-6.229197e-01
5.158184e-04,-4.222972e-03,2.978937e-03,3.216150e-03,6.805391e-01,2.623001e-01,-1.737609e+00,1.092802e+00,4.826607e-03,4.156385e-03,2.302774e-03,3.271531e-03,2.202382e-02,-2.623001e-01,-1.256783e+00,-1.311500e-01
3.308547e-04,-1.450262e-03,1.650043e-03,1.142251e-03,3.128375e-01,7.648987e-02,-1.835929e+00,7.868429e-01,-1.123284e-03,4.941566e-03,2.278913e-03,-5.604282e-03,-6.910212e-02,-2.731863e-01,-1.202123e+00,-2.294696e-01
1.024980e-03,1.934074e-03,1.105107e-03,-4.658413e-04,1.596695e+00,6.556929e-01,-6.447494e-01,1.704836e+00,1.853526e-03,7.239089e-03,2.255765e-03,-3.564340e-03,-1.775579e-01,-7.431263e-01,-9.070495e-01,1.311500e-01
-1.044560e-03,2.086216e-03,2.868808e-03,-3.678559e-03,3.378373e-01,-1.529797e-01,-9.617097e-01,7.868429e-01,-3.103741e-03,5.485075e-03,4.666068e-03,-8.060779e-03,6.815969e-01,1.311500e-01,-1.114689e+00,4.699400e-01
2.714297e-03,2.552430e-03,2.985157e-03,7.790283e-04,4.756316e-01,8.743336e-02,-8.196161e-01,7.431263e-01,-1.145960e-03,9.798668e-04,-1.912478e-04,-2.896528e-03,5.386215e-01,1.748667e-01,-4.699400e-01,4.371095e-01
-3.410280e-04,1.441959e-03,3.487674e-03,-2.418394e-03,6.247598e-01,-2.076399e-01,-6.994096e-01,1.136519e+00,6.654919e-04,-8.316591e-04,3.909082e-04,1.383833e-03,1.713368e-01,-1.966964e-01,-6.447494e-01,2.076399e-01
-2.946835e-03,-3.072936e-03,1.110613e-03,-1.689807e-03,7.630576e-02,-2.623001e-01,-5.573160e-01,4.371095e-01,2.110059e-03,-2.113034e-03,-1.479557e-03,3.919357e-03,6.569737e-01,-1.748667e-01,-8.633328e-01,7.868429e-01
-2.579857e-03,-2.389217e-03,9.723397e-04,-1.715401e-03,3.293953e-01,-6.119762e-01,-6.554637e-02,9.179930e-01,-7.572189e-04,-2.006168e-03,-9.420648e-04,5.259321e-05,1.536793e-01,-2.841298e-01,-1.092802e+00,1.202065e-01
-4.395347e-03,-4.317092e-03,-2.703737e-03,-1.671146e-03,8.475026e-01,-5.245429e-01,-2.950733e-01,1.573686e+00,-1.488624e-03,-2.687135e-03,-3.301484e-03,-1.088265e-03,5.466003e-01,4.371668e-02,-1.431592e+00,2.623001e-01
-1.010104e-03,-1.750874e-03,2.088929e-03,-4.531968e-04,6.507798e-01,-5.466017e-02,-2.841298e-01,9.507662e-01,-2.391179e-04,-1.301442e-03,-3.296488e-03,-5.997193e-04,2.664832e-01,2.404131e-01,-7.977864e-01,-9.837685e-02
-3.461480e-03,-2.453357e-03,6.634314e-03,-4.157316e-03,3.157009e-01,-8.305596e-01,-3.387899e-01,1.136519e+00,-4.137383e-03,-1.446446e-03,-2.116880e-03,-5.461420e-03,5.450559e-01,-4.808262e-01,-1.519026e+00,6.994096e-01
-6.657744e-03,-1.119568e-03,8.173428e-04,-7.927717e-03,3.387950e-01,-5.464298e-01,-5.464298e-01,9.944828e-01,3.017172e-03,1.842649e-03,-9.659262e-04,1.812929e-03,-2.709695e-02,-3.278465e-01,-1.398819e+00,-1.857529e-01
-4.052701e-03,-3.098225e-03,2.893281e-03,-3.516322e-03,2.592719e-01,-9.617097e-01,-3.277319e-02,1.092802e+00,8.737212e-04,4.219301e-03,-2.001193e-04,-3.013693e-03,2.913875e-01,-3.497334e-01,-2.262152e+00,0.000000e+00
-4.564025e-03,6.611625e-04,8.222374e-04,-6.612691e-03,2.963884e-01,-4.262233e-01,6.554637e-02,6.994096e-01,-1.401126e-04,5.749283e-03,-2.013430e-04,-5.774677e-03,4.197799e-01,1.639232e-01,-2.098229e+00,-2.294696e-01
-1.456992e-04,-2.455294e-03,-1.424095e-03,2.058976e-03,4.018518e-02,-6.994096e-01,-4.262233e-01,6.994096e-01,-1.691461e-03,2.326606e-03,-1.648371e-04,-4.846531e-03,1.287666e-01,-8.743336e-02,-1.781326e+00,-3.060168e-01
-3.426771e-03,-1.727931e-03,2.115747e-03,-3.587804e-03,5.180029e-01,-5.464298e-01,-6.775799e-01,1.256783e+00,1.527734e-03,7.550816e-03,-1.848236e-04,-5.085655e-03,-4.364426e-01,-8.086726e-01,-1.770382e+00,-4.371095e-01
-4.570568e-03,-1.838060e-03,-3.903229e-03,-3.541407e-03,4.790370e-01,-3.497334e-01,-2.950733e-01,9.617097e-01,1.181912e-03,7.899151e-03,-8.128668e-04,-6.074576e-03,-2.262515e-01,-4.808262e-01,-1.344159e+00,-3.060168e-01
-1.297086e-03,1.392503e-03,9.706061e-04,-2.999938e-03,9.407447e-01,4.699400e-01,-9.835394e-01,1.081916e+00,1.295984e-03,6.770529e-03,1.011304e-03,-4.334328e-03,4.733197e-01,1.094349e-02,-5.464298e-01,4.699400e-01
-1.347031e-03,-1.206142e-03,1.075025e-03,-1.058602e-03,9.003347e-01,-8.743336e-02,-3.387899e-01,1.311386e+00,1.944516e-03,7.818288e-03,-1.983858e-04,-4.759142e-03,2.012380e-01,-8.743336e-02,-2.950733e-01,2.623001e-01
1.019271e-03,2.563851e-03,1.568772e-03,-1.065944e-03,2.123147e-01,-2.513566e-01,1.857529e-01,4.262233e-01,-4.484233e-03,5.344252e-03,9.898895e-04,-1.103060e-02,1.064556e+00,4.152798e-01,-4.589965e-01,9.507662e-01
-3.022697e-03,4.994243e-03,2.970474e-03,-8.515991e-03,8.175705e-01,8.743336e-02,-7.648987e-02,1.005426e+00,-3.876390e-03,3.490816e-03,1.067388e-03,-8.513023e-03,8.762432e-02,-4.371668e-02,-6.447494e-01,-4.371668e-02
-9.938529e-06,2.006694e-05,1.573666e-03,-4.066977e-04,6.680822e-01,-4.699400e-01,4.371095e-01,1.125633e+00,4.199188e-05,3.540476e-03,1.623745e-03,-2.982796e-03,1.099977e-01,-4.371095e-01,-2.294696e-01,4.699400e-01
-2.232197e-03,-1.848869e-03,3.516430e-03,-2.275226e-03,5.940420e-01,-7.431263e-01,-3.277319e-02,1.355102e+00,1.734028e-03,3.411278e-03,4.135714e-03,2.580660e-04,4.665910e-01,0.000000e+00,3.169030e-01,7.431263e-01
-1.974246e-03,-1.227556e-03,2.643247e-03,-2.217612e-03,4.035864e-01,-9.179930e-01,6.119762e-01,1.092802e+00,-3.668867e-03,2.755295e-03,2.228233e-03,-7.202892e-03,6.396251e-01,5.136567e-01,-2.294696e-01,3.497334e-01
-6.508534e-03,-6.452979e-04,-1.782061e-04,-7.854603e-03,2.532536e-01,-6.556929e-01,4.043363e-01,7.431263e-01,2.129512e-04,2.872664e-03,-7.790122e-04,-2.908357e-03,4.264746e-01,3.497334e-01,-7.321828e-01,4.371668e-02
3.535173e-03,5.477701e-04,-2.294933e-03,4.678525e-03,4.266597e-01,-1.234896e+00,7.212966e-01,1.344159e+00,-3.406879e-03,1.060322e-03,-1.173184e-04,-6.068661e-03,8.457251e-01,6.994096e-01,-3.606196e-01,4.262233e-01
2.414900e-03,-1.243361e-03,-2.055708e-03,4.576044e-03,1.061514e+00,-2.185834e-01,2.294696e-01,1.486253e+00,-2.614531e-03,3.654878e-04,-1.399306e-03,-4.758938e-03,-3.379784e-01,-8.743336e-02,-2.950733e-01,-4.808262e-01
1.556668e-03,-1.250092e-03,-1.643436e-03,3.377061e-03,-1.134722e-01,-1.092802e+00,2.623001e-01,6.447494e-01,4.889069e-03,4.221840e-04,-2.618580e-03,5.148013e-03,7.702657e-01,5.136567e-01,-5.573160e-01,4.262233e-01
8.918539e-05,-1.298426e-03,1.113162e-03,8.711087e-04,6.123041e-02,-3.933928e-01,7.103531e-01,2.185834e-01,2.494201e-03,2.866138e-03,1.090536e-03,8.327781e-04,3.045930e-01,3.060168e-01,-6.010327e-01,-4.371668e-02
4.509174e-03,1.140429e-03,-1.522396e-03,5.292904e-03,7.211347e-01,-4.480530e-01,2.841298e-01,1.213066e+00,-7.454595e-04,4.215528e-03,2.954271e-03,-4.252343e-03,4.380762e-02,-2.950733e-01,-1.027256e+00,0.000000e+00
2.869043e-04,1.197839e-03,-7.847333e-04,-3.714155e-04,2.867131e-01,-5.245429e-01,7.103531e-01,6.119762e-01,-1.711244e-03,4.754856e-03,1.056171e-03,-6.666827e-03,1.043192e-01,-1.748667e-01,-9.507662e-01,0.000000e+00
3.666130e-03,2.365516e-03,2.983072e-04,2.823763e-03,1.672171e-01,-7.212966e-01,5.682595e-01,6.447494e-01,-2.598784e-03,4.811247e-03,2.862802e-03,-7.371145e-03,6.620595e-02,-3.387899e-01,-1.420935e-01,3.497334e-01
2.690871e-03,5.865193e-04,-1.384021e-03,3.348407e-03,8.516511e-01,4.371668e-02,6.229197e-01,9.179930e-01,9.972563e-04,5.360670e-03,4.795165e-03,-2.293366e-03,4.532209e-01,1.311500e-01,-7.758994e-01,2.623001e-01
