LAV,LAX,LAY,LAZ,LRV,LRX,LRY,LRZ,RAV,RAX,RAY,RAZ,RRV,RRX,RRY,RRZ
6.375469e-03,2.831752e-04,-1.214750e-02,8.316108e-03,5.372578e-01,-7.758994e-01,-1.508082e+00,1.256783e+00,-4.683079e-03,-2.262917e-02,-1.000713e-02,6.186530e-03,-2.004325e+00,-2.109172e+00,-4.874037e+00,-1.704836e+00
3.416663e-03,5.497290e-04,-6.779814e-03,4.155971e-03,6.846440e-01,-5.245429e-01,-1.431592e+00,1.267669e+00,-4.647168e-03,-1.256886e-02,-1.835532e-03,1.515108e-03,-2.017671e+00,-1.661119e+00,-5.190940e+00,-2.010795e+00
4.020480e-03,-1.127500e-03,-1.329978e-04,5.292139e-03,8.134370e-01,-4.371095e-01,-8.523893e-01,1.311386e+00,1.538103e-03,-1.114452e-02,3.691636e-03,8.506282e-03,-9.407542e-01,-9.617097e-01,-4.699171e+00,-1.103746e+00
5.700262e-03,-4.512346e-03,1.949263e-03,9.186436e-03,4.113553e-01,-5.682595e-01,-3.825066e-01,8.742763e-01,8.879250e-04,-1.205288e-02,5.019408e-03,8.425317e-03,-9.359037e-01,-9.617097e-01,-3.923271e+00,-1.005426e+00
2.954009e-03,-5.090729e-03,-8.734916e-03,7.296901e-03,5.980803e-01,1.857529e-01,-1.092631e-01,6.010327e-01,4.300202e-04,-1.701747e-02,-6.877009e-03,9.289220e-03,-1.704990e+00,-1.366046e+00,-3.890498e+00,-1.661119e+00
4.518118e-03,-3.942121e-03,-1.043223e-02,8.588576e-03,-2.203946e-01,-3.060168e-01,1.857529e-01,-8.743336e-02,4.031662e-03,-9.577926e-03,-3.071122e-03,9.677630e-03,-7.005202e-01,-8.305596e-01,-3.748404e+00,-7.868429e-01
1.045129e-02,-3.313670e-03,-6.125768e-03,1.480456e-02,-3.088955e-02,-1.966964e-01,-3.715631e-01,1.202065e-01,7.563377e-03,-5.858817e-03,8.720366e-03,1.305279e-02,-9.520866e-01,-6.338632e-01,-3.759348e+00,-1.191179e+00
6.366315e-03,-1.441165e-03,-3.630828e-03,8.586435e-03,6.505565e-01,-2.623001e-01,1.420935e-01,9.179930e-01,6.361445e-03,-2.726657e-03,1.746535e-02,1.091791e-02,-5.568619e-01,-7.868429e-01,-3.835838e+00,-6.556929e-01
3.421877e-03,-4.583828e-03,-6.848645e-03,7.361042e-03,5.530191e-01,-4.371668e-02,3.825066e-01,6.447494e-01,5.018474e-03,-4.663200e-03,7.969651e-03,9.329193e-03,-7.003851e-01,-1.693892e+00,-3.125485e+00,-2.185834e-01
1.598180e-03,-7.663575e-03,-9.098853e-03,7.327289e-03,2.666435e-01,7.868429e-01,1.094349e-02,-1.748667e-01,-6.332324e-03,-1.899470e-02,5.723238e-04,3.492236e-03,-9.270189e-03,-1.311386e+00,-2.874128e+00,3.933928e-01
3.229768e-03,-9.552396e-03,-1.591127e-02,1.105914e-02,-1.817231e-02,-3.278465e-01,1.966964e-01,1.639232e-01,2.050131e-04,-9.200733e-03,-2.821190e-03,5.048730e-03,-5.249548e-01,-1.945249e+00,-3.103655e+00,1.311500e-01
6.435234e-03,-7.036144e-03,-5.370770e-03,1.230371e-02,-4.027667e-02,5.682595e-01,-7.648987e-02,-3.933928e-01,-7.581518e-03,-1.707998e-02,-4.423266e-03,3.494702e-04,-1.469015e+00,-2.229379e+00,-3.355012e+00,-8.305596e-01
5.183014e-03,-7.660108e-03,-1.022768e-02,1.166271e-02,-1.332339e-02,6.338632e-01,-5.466017e-02,-4.043363e-01,4.305172e-03,-1.585438e-02,-1.276638e-02,1.241812e-02,-7.540249e-01,-1.606459e+00,-4.087194e+00,-4.480530e-01
-3.039818e-03,-4.507656e-03,-8.448070e-03,-1.715002e-04,-4.572214e-02,9.179930e-01,-6.010327e-01,-5.682595e-01,4.394225e-03,-3.907284e-03,-5.692813e-03,6.507536e-03,-1.133066e+00,-2.360529e+00,-4.666397e+00,-5.245429e-01
3.439860e-03,-5.065950e-03,-2.054857e-03,7.230008e-03,-1.157564e-01,6.338632e-01,-4.152798e-01,-4.917697e-01,4.328059e-03,-2.598682e-03,7.683723e-03,7.310257e-03,-6.143410e-01,-1.923362e+00,-4.043478e+00,-9.837685e-02
-1.209906e-03,-5.823293e-03,9.602335e-03,1.115178e-03,8.687046e-02,9.617097e-01,3.169030e-01,-5.245429e-01,3.918941e-03,-3.368772e-03,1.695541e-03,6.549243e-03,-6.828736e-01,-2.841355e+00,-3.704688e+00,3.933928e-01
-3.574248e-03,-9.010009e-03,7.293901e-03,5.143610e-04,1.550974e-01,8.633328e-01,5.464298e-01,-4.043363e-01,-4.012197e-03,-1.274557e-02,-1.117358e-02,1.173197e-03,-9.417932e-01,-2.371415e+00,-3.759348e+00,-1.857529e-01
