LAV,LAX,LAY,LAZ,LRV,LRX,LRY,LRZ,RAV,RAX,RAY,RAZ,RRV,RRX,RRY,RRZ
-4.013210e-03,-3.394737e-04,-2.144737e-03,-4.776316e-03,-1.184317e-01,-0.000000e+00,1.000000e+00,-4.000000e-01,7.067812e-04,1.052632e-03,-1.531579e-03,-9.210526e-04,4.925334e-02,-1.000000e-01,4.000000e-01,4.000000e-01
1.939985e-03,2.960526e-03,-4.473684e-05,-7.631579e-05,-1.549894e-01,1.000000e-01,8.000000e-01,-5.000000e-01,-7.365600e-05,3.526316e-04,6.684211e-04,-2.210526e-04,4.323354e-03,-2.000000e-01,9.000000e-01,7.000000e-01
2.948613e-03,1.360526e-03,-1.244737e-03,3.123684e-03,-3.136055e-01,-0.000000e+00,7.000000e-01,-6.000000e-01,4.325414e-04,6.526316e-04,-3.157895e-05,-1.210526e-04,-5.450979e-01,-8.000000e-01,1.100000e+00,6.000000e-01
3.437083e-03,1.260526e-03,3.552632e-04,3.523684e-03,-4.897725e-01,-3.000000e-01,0.000000e+00,-4.000000e-01,-4.668076e-04,3.526316e-04,1.468421e-03,-4.210526e-04,-6.885778e-01,-9.000000e-01,-2.000000e-01,-2.000000e-01
3.276777e-03,1.360526e-03,-1.447368e-04,3.323684e-03,-1.356357e-01,-0.000000e+00,9.000000e-01,-4.000000e-01,8.518970e-05,9.526316e-04,1.068421e-03,-4.210526e-04,3.340406e-01,-2.000000e-01,1.000000e-01,8.000000e-01
2.664462e-03,9.605263e-04,-4.473684e-05,2.823684e-03,-3.380823e-01,-2.000000e-01,5.000000e-01,-4.000000e-01,-2.542363e-04,6.526316e-04,1.268421e-03,-5.210526e-04,-5.155536e-01,-5.000000e-01,5.000000e-01,0.000000e+00
2.888200e-03,1.160526e-03,5.526316e-05,2.923684e-03,-2.871519e-01,-0.000000e+00,0.000000e+00,-4.000000e-01,-7.229658e-06,4.526316e-04,8.684211e-04,-1.210526e-04,-2.588877e-01,-5.000000e-01,3.000000e-01,3.000000e-01
2.419489e-03,7.605263e-04,1.552632e-04,2.623684e-03,-4.472744e-01,-3.000000e-01,-6.000000e-01,-2.000000e-01,-1.039010e-04,3.526316e-04,5.684211e-04,-3.210526e-04,2.360974e-02,-1.000000e-01,1.000000e-01,2.000000e-01
2.415033e-03,7.605263e-04,5.552632e-04,2.523684e-03,-2.028671e-01,-4.000000e-01,4.000000e-01,0.000000e+00,1.228122e-04,3.526316e-04,2.684211e-04,-1.210526e-04,-6.617789e-01,-8.000000e-01,5.000000e-01,1.000000e-01
2.094195e-03,7.605263e-04,3.552632e-04,2.123684e-03,-4.311026e-01,-2.000000e-01,8.000000e-01,-6.000000e-01,1.593845e-04,4.526316e-04,3.684211e-04,-1.210526e-04,-2.859268e-01,-3.000000e-01,8.000000e-01,3.000000e-01
2.115277e-03,6.605263e-04,4.552632e-04,2.223684e-03,6.737652e-02,-0.000000e+00,4.000000e-01,0.000000e+00,-3.978163e-06,4.526316e-04,6.684211e-04,-2.210526e-04,1.396358e-01,2.000000e-01,0.000000e+00,0.000000e+00
